url,type
https://qwn.pages.dev/,Phishing
https://santos-99117.firebaseapp.com/,Phishing
https://bafybeid2edyltg3b6pj5w25i37jzwmoe5a7wtn2sugkj2jcslzgvzls52m.ipfs.cf-ipfs.com/,Phishing
https://onedrive.alicepierce9428.workers.dev/,Phishing
http://1ebay-utente-notifica0nline.ueuo.com/,Phishing
https://pub-ce910679e21d41d2b910a2656b19dcbf.r2.dev/index.html,Phishing
https://docs.google.com/presentation/d/e/2PACX-1vQSm_Hl88CloSaw_LRl3AJrMQTkL3GCRfl2MSaMAz0vgGuUOuhFfhoom0kx54OUql8SvXJqk2_ZBGp_/pub?start=false&amp;loop=false&amp;delayms=3000,Phishing
https://cloudflare-ipfs.com/ipfs/bafybeihsec7d2nswjsf34cnrqtcuwl53wcr47fwx5isdy3ap6k367dhiuu,Phishing
https://desservermabagecloudsergeneratorjsjherjrsjgndf.pages.dev/,Phishing
https://cloudflare-ipfs.com/ipfs/bafkreib4sdfsrkfq6mjhuz4awqpmtcz3c72p2irqvgfia7fttq53b6evl4,Phishing
https://pub-57101e7d7e08497bb50a165ee30ff8d4.r2.dev/MSoutlook.htm,Phishing
https://oneviseca.sviluppo.host,Phishing
https://bafybeifjilrgbxbzztzp7z23hza7ccgtbqqsvytfpiktdjvqbx3m5unks4.ipfs.cf-ipfs.com/,Phishing
https://klrn.wpenginepowered.com/klaaarnaa/klarna/kor.html,Phishing
https://preventsenior.site/,Phishing
https://ipfs.eth.aragon.network/ipfs/bafybeiffcqqrojyyi3ekttcwbgaxqeoqidk44i2lngacjvxcnrgfuihlka,Phishing
https://mail-104348.weeblysite.com/,Phishing
https://stupina.eu/,Phishing
https://ipfs.eth.aragon.network/ipfs/bafybeiboyaek3ag2kvurcl4gy4cntezlavvnoe6rkrg7oj72jtyn3zrlru/,Phishing
https://dineroalinstantebcp.enlinea-com.top/,Phishing
https://outlook-108287.weeblysite.com/,Phishing
https://cloudflare-ipfs.com/ipfs/bafybeif263mizfzroy53si3dt7jafhzmwf33bx27v4qx7biqfknpfkiuvy/,Phishing
https://docs.google.com/presentation/d/e/2PACX-1vTu5u6oENl4XqgeMJy9-2-J4ypjqmyKCnn9ZVijnXk2rmFT5Q_PWBw4wnNiuXIjD9FU2uMEdkT7U3F9/pub?start=false&loop=false&delayms=3000,Phishing
https://adp-payroll-verify.kijab73941.workers.dev/,Phishing
https://ln.run/XrKFX,Phishing
https://bafybeihdtrresaqam2v4pgxeligzs2jug3t2ykl5shyydcmg5vjydbqwpe.ipfs.cf-ipfs.com//main.html,Phishing
https://shorturl.at/qHW07,Phishing
https://iagenetica.com/web/info.php,Phishing
https://docs.google.com/presentation/d/e/2PACX-1vRUFZlpbUGlTFgfr71jQriasuyU5XwP5nPCP2U-oOzB3Hb5ytFXRRciouBXqGnUjQDt71FK0aWnuZEd/pub?start=false&amp;loop=false&amp;delayms=3000,Phishing
https://files-d323.docs-december.workers.dev/,Phishing
http://ales.nysa.pl/media/ppq,Phishing
https://alwpmsyehdjfg.weebly.com/,Phishing
https://ipfs.eth.aragon.network/ipfs/bafybeigya7ewtwvu5zcdefhsqoff4dcqagr6veeryzleogl5htihfmlr2i/89790-lv0bj4593573fbgj35hg-9h39gh.html,Phishing
https://t.me/usainternalrevenueservices,Phishing
https://li-vraria-eureka.blogspot.com/,Phishing
https://denmut.com/online/,Phishing
https://posten-ax.web.app/,Phishing
https://cloudflare-ipfs.com/ipfs/QmdSuWuiaPjKRc8YUeMja6Rndkf7EojbdP9iNYuDnaYA9m,Phishing
https://ijsdfhjk.weeblysite.com/,Phishing
http://43.156.7.24/v3/signin/identifier?dsh=S-1794825514:1679893394769069&amp;followup=https://accounts.google.com/?&amp;ifkv=AQMjQ7TsIEu26qwToqX2VvlNT2GBUB9cKQgdOEhkcaCFgQ-ONeWx5lJzQv1ZPdh5ujeD8aO2MW6wvA&amp;passive=1209600&amp;xrealip=107.178.232.255&amp;continue=https://accounts.google.com/?&amp;xrealip=217.138.252.55&amp;flowName=GlifWebSignIn&amp;flowEntry=ServiceLogin&amp;ifkv=AQMjQ7TV0oCLna6BBssuTgWU3aTNJ5PtZHKTBbn5_hC5kcEBdopXMC2qZCUPbcy8CA9JMB2kL7PHlw,Phishing
https://drive-secu.myportfolio.com/,Phishing
https://cf-ipfs.com/ipfs/QmcY23ZBV7WPvJWZyAum9uWeqBpyNo2ikX5rSeBkQ6rQPx,Phishing
https://docs.google.com/presentation/d/e/2PACX-1vQThRUYL76oY3u9nBSh6xdW5VDDJ78w4HHZX_eJfWMaPzVK0eeccS_C6gkZfjl8_6lZmaOhkVokF42W/pub?start=false&amp;loop=false&amp;delayms=3000,Phishing
https://rat-00n2-5ikl.nf6k9gbj.workers.dev,Phishing
https://bafybeidawd7wucyr6wr3nulpixdcky7x4exst2vpzeaw2exnclievij3qi.ipfs.cf-ipfs.com/admin_general.html,Phishing
https://new.express.adobe.com/webpage/OngNwpVU4tcQ7,Phishing
https://viridischemical.ferreracademy.com,Phishing
https://cloud-share-d646.iiflsaippnneo.workers.dev/,Phishing
https://9u8ikjn.jwiyrk6uj0.workers.dev/,Phishing
https://cf-ipfs.com/ipfs/QmbydZ6msJec8eCXDtjiYrVbJg7xovfRpzN5uMEnmBtPNB,Phishing
http://ff.member.garenaa.id.vn/hzyxvdhv/cwaxeemv.html%22,Phishing
https://mail-109912.weeblysite.com/,Phishing
http://bing.suleymanjupiteraso.from-pa.com/urdea/,Phishing
https://ipfs.best-practice.se/ipfs/bafybeibhubqufvraa2krutwraka2w7zznyelfc2etje3peav4mwcodslvq/,Phishing
https://cloudflare-ipfs.com/ipfs/bafybeihnynn6mbekco2lbwjqjujsgf6mxelhqambbtfwrytw32qjnhe7jm/hg1.html,Phishing
https://qrco.de/rD31J0Zs1d/?NUpxE2VRH2fdlv1fKjL7OKBOzlc0oyHA,Phishing
https://flyingredfish.com/,Phishing
http://emeraldupgrades.pages.dev,Phishing
https://docs.google.com/presentation/d/e/2PACX-1vSzjTkJ1vhBV4D_ri0WsfsJpejGsTXy-JrKe6yEA5ezSDQ6kUd-Qx789xPfe0234x8gwyf4PujtZ4nZ/pub?start=false&loop=false&delayms=3000,Phishing
https://cf-ipfs.com/ipfs/QmVFa6oWrKXnDuCCSEBDo798h1u6BuhNaF9PPr4wXqL1nk,Phishing
https://browser.lol/redirect-url-to?client_id=4765&url=https://is.reorderpack.com/raiffeisentwint/?p=reports@antiphishing.ch,Phishing
https://alquilermx.top/,Phishing
https://bafybeibfcvqywd2ervu76pd2s46zbfgj56l5sjtw7w7ulxa6nxaigkm5ju.ipfs.cf-ipfs.com/,Phishing
https://cf-ipfs.com/ipfs/QmSSdDN7YqewF1xmcNHzPtSWuZgq6uY2sZoZ36JsS61F8z,Phishing
https://redirectioncase9134024.web.app/,Phishing
https://webmail-108244.weeblysite.com/,Phishing
https://pi57wb.cn/,Phishing
https://cuinbashlugin.godaddysites.com/,Phishing
https://btinternet-100417.weeblysite.com/,Phishing
https://added-recipient-security.web.app/,Phishing
https://aol-106881.weeblysite.com/,Phishing
https://attmailll.weebly.com/,Phishing
https://pacifico-online.myportfolio.com/,Phishing
https://docs.google.com/presentation/d/e/2PACX-1vQYtrNE6jx0Du6doqNwBWzzt86nWn-JwLYxbgdS5Sy-FfdFPdhGKU-1bWpRiYbQH91mpSHi920_7-XK/pub?start=true&amp;loop=true&amp;delayms=1000&amp;slide=id.p,Phishing
https://docs.google.com/presentation/d/e/2PACX-1vTI7X-oTCUx7RY8dl7C-RSHmT1ChFggcpxuus3VAaJvZDiwJvvI-2-3HDcs2YUPkgZfIecnHOvWFgAQ/pub?start=false&loop=false&delayms=3000&slide=id.p,Phishing
https://ipfs.eth.aragon.network/ipfs/bafybeigcyoanawq5dguze4zm7szcdwh43gjk6l5li6zt7g7xbcbsrtqyp4,Phishing
https://telstra-106526.weeblysite.com/,Phishing
https://attnet-101599.weeblysite.com/,Phishing
https://www.tinyurl.com/yc5dzmb8,Phishing
https://www.btd0.com,Phishing
https://alertadecuentas.webcindario.com/,Phishing
https://managehosting-rinnovare-domini.technosonline.com/aruba/AreaUtenti_Lang.php,Phishing
https://bafybeihhottmfxbhc72os3rcmzd7qywxzcng4ih7e46o6zum5tc37ctab4.ipfs.nftstorage.link/KFr08L4Cst.html,Phishing
https://pzg.ayr.mybluehost.me/website_1c9dd4f5/.well-known/Deutchpost/Deutchpost/de/Packaging/manage/,Phishing
https://bafybeigxp22n7nos7tpj3emfsxu6s75c6sdlq3j6fkp5tc7abm4acnqqky.ipfs.cf-ipfs.com,Phishing
https://btc3rnfewrfc234erfbecdfcwe3r4312f3ewdfe.weebly.com/,Phishing
http://xz2.ikun6.love,Phishing
https://cloudflare-ipfs.com/ipfs/bafybeieyjsnkynr5ggn4wsi2jph6n4w7f6vaz44bbtsfcpdhr2vnt2f3pm,Phishing
http://toligdtrnk.duckdns.org,Phishing
https://tinyurl.com/3j6vjwj7,Phishing
https://pagehelp.taki-lois-an.top,Phishing
https://leafapppmoz.giraffe500.workers.dev,Phishing
https://pub-625828b1589c4e13bf456a16a431f364.r2.dev/index2.html,Phishing
https://docs.google.com/presentation/d/e/2PACX-1vQPE96jHV4YUXNpy5yPj2FKcHhjGSzPvrb7SVn5KLr1kR4SpSQpn1cyrpsSZ9ZKN565GVVpRSG9gY59/pub?start=true&amp;loop=true&amp;delayms=60000,Phishing
https://jemi.so/enviar-el-paquete24,Phishing
https://fibnlmouze.firebaseapp.com,Phishing
https://cloudflare-ipfs.com/ipfs/bafkreicowho4zgojuv6qb7udd6bjk7u2smglbcjdmzcqntxusyc5mobtti,Phishing
https://docs.google.com/presentation/d/e/2PACX-1vSojuRL16eFmnRnZ-pPIJuiA6gxcnBK1uslAelVliCcXV2TAo9T8d0dj9FCJGXymQaSx_s4NPwPn4VI/pub?start=false&loop=false&delayms=3000&slide=id.p,Phishing
https://firebeplyostigtehos.web.app/,Phishing
https://att-sign-in-105836.weeblysite.com/,Phishing
https://sp94689.sitebeat.crazydomains.com/,Phishing
https://nexoio-login-acesso.blogspot.com/,Phishing
https://uspspivw.top/go/TrackConfirmAction/,Phishing
https://administrative-support-101506.weeblysite.com/,Phishing
https://cf-ipfs.com/ipfs/QmXopc9dzcsSJNmsuAuPrDieHjtZLqQ5cNeEtL28yJDUA1,Phishing
https://pub-13ec456faaa64b408638441a78145448.r2.dev/unred01.html,Phishing
https://docs.google.com/presentation/d/e/2PACX-1vSN6QL4T2_V6Ke0HGLtL4Cmz9qFyIo5P6d7TcHmdyujXpzAwQPSpa6OSxqq88ik3Bf7vtmHQbFGV8IU/pub?start=false&amp;loop=false&amp;delayms=3000,Phishing
https://ecapitateinehe-ctis.mrbasic.com/,Phishing
https://t.co/oHc1cv2nim,Phishing
https://port-amb.firebaseapp.com/,Phishing
https://space-exodus.webflow.io/,Phishing
https://securepaymentcart.cc/members.html,Phishing
https://cloudflare-ipfs.com/ipfs/bafybeifgmwxqedoy3l7cveucttietvs7oxhdiocvjdat2evs32oosssa5u/,Phishing
https://ipfs.io/ipfs/QmTZeVAoKvSQ5zEGC869CxTcsRrjEC9QRCsb9e51KiCMee,Phishing
https://docs.google.com/presentation/d/e/2PACX-1vRD0Ihl3wJX-rb5giIFeZr7Agt_GbWdCcaFcrdscdT1B0V9B5vfKXtnGdk_eDZi29rGwZp3gzZKCHY_/pub?start=false&loop=false&delayms=3000,Phishing
http://virtualruralweb.hstn.me/?i=1,Phishing
http://outlook36577.security.zya.me/login.live.com_login_verify_credentials_outlook.html,Phishing
https://bafybeigd7xd42bqw4kgzadl3ttdwgv7xauykcpn6nkpm3pspitbfkj3key.ipfs.cf-ipfs.com/WeTransferFile.html,Phishing
https://blossom-piquant-jujube.glitch.me/,Phishing
https://sites.google.com/view/x1w0cqo1,Phishing
https://new.express.adobe.com/webpage/eq9QlGn1VsHm2,Phishing
https://web3apifirmware.github.io/manual/form.html?issue=MM,Phishing
https://cloudflare-ipfs.com/ipfs/bafkreicqqienrfhwmi7xcurlyo7k3cst7jtzeddbwpssy6gotghl7lmn7u,Phishing
https://cloudflare-ipfs.com/ipfs/bafkreifz7stvl66z5mb3cmmo3wr2ym4lyt7mndobdt4nhyhpzyzigqr6dm,Phishing
https://www.account.appleadminfo.com/,Phishing
https://neartail.com/sm/qdAAi14o7,Phishing
https://jundoc-sunset-a630.trumneannmseretan.workers.dev/52d9e385-cc21-4443-8155-6fa9a711d42c,Phishing
https://is.gd/TfMpOJ,Phishing
https://https-fastweb.weebly.com/,Phishing
https://mshccs.com,Phishing
https://home-101545.weeblysite.com/,Phishing
https://att-104506.weeblysite.com/,Phishing
https://new.express.adobe.com/webpage/f2pMBOTPudeFE,Phishing
https://gentle-feather-d68f.ansley1024.workers.dev/,Phishing
https://ag2axh.webwave.dev/,Phishing
https://pub-0a01060bd3a744a089ea898bb79319e0.r2.dev/derefferer/go.html,Phishing
https://pub-a3ad1445472341ebb9499e63059b334b.r2.dev/fwhtl.html,Phishing
https://visit-projet.firebaseapp.com/,Phishing
https://inverna.com.mx/fonts/,Phishing
https://58d144ec.srvrmailsso-r657e5y4ye.pages.dev/,Phishing
https://synchrfragri.firebaseapp.com/,Phishing
https://ir5l24.webwave.dev/,Phishing
https://bafybeifrkxpcnzdnhrkuwg6e3klitvyipwljdgap32ca4kcbyl6mgnfyqe.ipfs.cf-ipfs.com/1.html,Phishing
https://aolmail.kerzejilte.workers.dev/,Phishing
https://aol-100712.weeblysite.com/,Phishing
https://cf-ipfs.com/ipfs/QmeQcG5BSYHtXjXgitf3ARkTwBiWu4aFo9Q1GG91h7hgWE,Phishing
https://bafkreienpka6lgl2bk4leergcch4xy4mgif45ml2tb3i3a3fh2hjuz5t2q.ipfs.cf-ipfs.com,Phishing
https://cloudflare-ipfs.com/ipfs/QmWATnHfiRdM78wY81zWdodCfHpmHRKrkFtUr7fW3iPfdA/mb.html?alt=media&amp;token=033982e3-60ca-457e-b182-18a03119de12%0D&amp;data=raqchao.c@pttgcgroup.com,Phishing
https://docs.google.com/presentation/d/e/2PACX-1vRXtbOVAjoIAPlGgC2p-X_-H9DHoIsSZL79UEe2m80LACd2gM12NNteF5ugtvtm4yKyCc2qbGCy4pJf/pub?start=false&amp;loop=false&amp;delayms=3000,Phishing
https://wallsrtmemes.pages.dev/imp/,Phishing
https://docs.google.com/presentation/d/e/2PACX-1vRInMzFeigZCQEAxPSjHejuZQHLxc3nrEe4yIMki2TmPSdtSS8eoGPeS98ijop3tQsJX23NN8X2XJHF/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,Phishing
https://cordinacionolxr.webcindario.com/,Phishing
https://pub-bc025d61c2c04463b609162d410b4486.r2.dev/ajolle.html,Phishing
https://sites.google.com/view/currently-update2910/update,Phishing
https://green-btc.pages.dev/next/walletpage.php,Phishing
https://tinyurl.com/ycwttx7n,Phishing
https://foodstreetplaza.com/kp/supportsupp.html,Phishing
https://usp.ussphj.top/,Phishing
https://docs.google.com/presentation/d/e/2PACX-1vSmmpQKYS6vhE23-sfJ4OScLN5fchSUFRErRs4yiCBf676BWUs9xYWyZy4FlrJMsBb8DhvISjGOVVVS/pub?start=false&amp;loop=false&amp;delayms=3000,Phishing
https://xb4ugd.ktt55.my.id/,Phishing
http://177.107.171.2:8878/x.php,Phishing
https://pratiggo.com/jd/landing.html,Phishing
https://eletrozero.commercesuite.com.br/catalogo/cooktop-de-inducao-4-bocas-vidro-concept-bct04p-britania,Phishing
https://cloudflare-ipfs.com/ipfs/bafkreidxgshvebvnpzaees4lceiwzrpeuxldef5tkprllepgenfi4huday,Phishing
https://verify-st66483.firebaseapp.com/,Phishing
https://cloudflare-ipfs.com/ipfs/bafybeiddtnqi7jpccrffxc63iov56rkfliasq2b3zgifamnzgstw3piq7a,Phishing
http://ow.ly/eZm350MAJGW#radhanair@jmjgroup.co.in,Phishing
https://pub-91df770978334efd8f725ec67d155786.r2.dev/indexxxgetengagmentlementbeyIdworkingwellandokasswnessog.html#example@example.com,Phishing
http://www.bgnjw.com/jp,Phishing
http://www.avon-gradient.ru/,Phishing
https://llr.rwz.mybluehost.me/passinc/,Phishing
https://eatelgdggd.weebly.com/,Phishing
https://docs.google.com/presentation/d/e/2PACX-1vSPdyGunrPRbRzEYtVOVI7FcYxj-XGizD5-l4vSdG8WAmJtZ24H7yQyxwemen-EM0iUn154JA3KGX_L/pub?start=false&loop=false&delayms=3000,Phishing
https://pub-dba9c2983da4411280a9658bd0b58a85.r2.dev/owaauth.html,Phishing
https://uspb.uspiu.top/pg?do=index,Phishing
https://docs.google.com/presentation/d/e/2PACX-1vQP8Z_qskyg_keyYURhRu6O3GliDHeyRDeNNSyGxkO-XGPCkfdy_IrBzi9IsqqQXEU70mAKy1yH9Ew9/pub?start=false&amp;loop=false&amp;delayms=3000,Phishing
https://bitly.ws/3gvRc,Phishing
https://cloudflare-ipfs.com/ipfs/QmVUkn8UscUKysoLbJQCiNWT8rPhVwonF5KN7Et9F4Nfx9/index2cha1101.html#,Phishing
https://usps.express.64738923248.310lnc.com/,Phishing
https://home-104328.weeblysite.com/,Phishing
https://xpertase1.web.app/,Phishing
https://pub-5dd7a94c3d3d407199806ca3d7866db1.r2.dev/linkffff.html,Phishing
https://cloudflare-ipfs.com/ipfs/bafybeiev37dtseh4veshavubmo6egerriwiygyr3h6fwhfvqh7toq62ibe/spgoodnews2-new-e9.html,Phishing
https://bit.ly/3TEAHod,Phishing
https://aol-106012.weeblysite.com/,Phishing
http://rbcmontgomery.com/wp-admin/js/widgets/PDF/,Phishing
https://beftt.pages.dev/,Phishing
https://t.ly/F8H6_,Phishing
https://mvsud.weebly.com/,Phishing
https://pub-bdbdb45e16614709b65d7f1947c1cc6d.r2.dev/siyg.htm,Phishing
https://livinglandscapes.store/ch/,Phishing
https://hotm.art/vSopM4Tt,Phishing
https://peeldsb.weebly.com/,Phishing
https://zuj.wxt.mybluehost.me/login/bill/,Phishing
https://bafybeiftaicwvscgfooidxmkcmto3ajdgwotuhcnhzcohsnzpst7j2cgfi.ipfs.cf-ipfs.com/,Phishing
https://eragiveaways.weebly.com/,Phishing
https://shipitaus.com/,Phishing
http://facebook-log.blogspot.com/,Phishing
https://new.express.adobe.com/webpage/Wz5h9cIqG4D1k,Phishing
https://cloudflare-ipfs.com/ipfs/bafybeieorpyl6quwreul6v5rjucyye4enjmxpchjuorcflc5aaxkjwwhfy/,Phishing
https://docs.google.com/presentation/d/e/2PACX-1vSwo4Oaqwq6nWJIEUzSiyb-XybPjJx3fna7AR3X0GUAz_xrPtskTaH37k1j5tge8gHzRbKQRWgQ0Dae/pub?start=true&amp;loop=true&amp;delayms=1000,Phishing
https://pub-9376264a4a16408198c4379488c1c55e.r2.dev/plum.html,Phishing
http://8767-5463.rf.gd/verif.html,Phishing
http://jiophones.epizy.com,Phishing
https://cf-ipfs.com/ipfs/QmdWi5BassnTuV2mDcqfcmekNj7UELEPnUcKNvTbESKuqw,Phishing
https://pub-1c861328e4394134a30770372c6b7a26.r2.dev/index.html,Phishing
https://sp584857.sitebeat.crazydomains.com/,Phishing
http://studio-taddei.it/hipto/New%20folder/Indexxatt.htm,Phishing
https://att-106199.weeblysite.com/,Phishing
https://ipfs.eth.aragon.network/ipfs/bafybeih2sypp6skm22sgloyk7zdxr2jaedy6uaklwvbzkky223wappgmmy,Phishing
https://bit.ly/4158b1Y,Phishing
https://servinfo-client.web.app/,Phishing
https://wecanba.weebly.com/,Phishing
http://test.alkhudharigroup.com/Webmail/69/Webmail/webmail.php,Phishing
https://usps.checkuspsl.com/,Phishing
https://tiwofiana8.web.app/,Phishing
https://atbaamisr.com/,Phishing
https://ai123789.top,Phishing
https://yeurulbenagri.firebaseapp.com/,Phishing
https://projectfix.pages.dev/,Phishing
https://cloudflare-ipfs.com/ipfs/bafybeih4pgcklmtfovnmljx4536uic5majv7avji7xnfiouvdctrziesfm/53gfedvhc37.html,Phishing
https://rambolum678544894.weebly.com/,Phishing
https://acstrasbourg6.godaddysites.com/,Phishing
https://ccdclinic.pages.dev/,Phishing
https://deltas-convivial-wombat.euwest01.umbraco.io/media/2lgb4y4x/zim.html,Phishing
https://bafybeicmyst2plbqaru4fbrkm6jivmyly7tbf5jzrvdtv5lvqirdtspdoq.ipfs.w3s.link/,Phishing
https://usp.usspwu.top/,Phishing
https://docs.google.com/presentation/d/e/2PACX-1vR8CqPsH5lEDYG0RxqfLROmGtQovSw0khmVAp-8D5WWXAoavBR2H7atCX-aqV8Kicq1Zhc9gDvl8G-7/pub?start=false&amp;loop=false&amp;delayms=3000,Phishing
https://cloudflare-ipfs.com/ipfs/bafybeihdtw7yvhet5sc4q3piz4lme37ftbbfp7i5ucft6hmpkbolg7ocbu/rbhaorg.html,Phishing
